epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/d_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/d_loss,lr/pg0,lr/pg1,lr/pg2
38,7750.23,0.38751,3.04296,0.62172,0.43602,0.71975,1.21381,0.86085,0.80935,0.8958,0.65262,0.80187,0.70356,0.73591,0.40641,0.64849,5.12871,1.02604,0.71115,1.17558,0,0.000209663,0.000209663,0.000209663
39,7953.72,0.3865,3.02672,0.62112,0.43419,0.72021,1.21487,0.86263,0.80868,0.89608,0.65246,0.80143,0.70356,0.73568,0.40647,0.64858,5.12896,1.02589,0.71091,1.17577,0,0.000205313,0.000205313,0.000205313
40,8157.37,0.38716,3.01761,0.62046,0.43449,0.71957,1.21559,0.86022,0.80998,0.89563,0.65269,0.80072,0.70407,0.73654,0.40664,0.6485,5.12668,1.02587,0.71054,1.1758,0,0.00020091,0.00020091,0.00020091
41,8360.58,0.38716,3.03402,0.61928,0.4347,0.71961,1.21423,0.85922,0.8103,0.89557,0.65257,0.79986,0.70356,0.73555,0.40686,0.64851,5.12383,1.02589,0.71046,1.17597,0,0.000196456,0.000196456,0.000196456
42,8564.29,0.38691,3.0216,0.62019,0.43444,0.71899,1.2146,0.86,0.81077,0.8958,0.65231,0.80062,0.70246,0.73541,0.40701,0.64852,5.12221,1.02584,0.71043,1.1761,0,0.000191957,0.000191957,0.000191957
43,8767.46,0.38671,3.01933,0.62077,0.43383,0.71811,1.21483,0.86003,0.80998,0.89553,0.65225,0.80148,0.70309,0.73662,0.4073,0.6482,5.12434,1.02569,0.71027,1.17576,0,0.000187416,0.000187416,0.000187416
44,8971.38,0.38595,3.01905,0.6196,0.43306,0.71909,1.2148,0.86068,0.8092,0.89547,0.65249,0.80141,0.70328,0.73634,0.40691,0.64807,5.12284,1.02569,0.70981,1.1757,0,0.000182839,0.000182839,0.000182839
45,9175.11,0.38557,3.0249,0.61962,0.43324,0.71929,1.21538,0.8613,0.80951,0.89551,0.65295,0.8023,0.70407,0.73716,0.4069,0.64799,5.12259,1.02542,0.70952,1.17576,0,0.000178229,0.000178229,0.000178229
46,9379.16,0.38556,3.01165,0.61914,0.43181,0.71904,1.21517,0.8622,0.80872,0.89568,0.65295,0.8018,0.70375,0.73679,0.40725,0.64792,5.12287,1.0252,0.70947,1.17572,0,0.000173592,0.000173592,0.000173592
47,9582.32,0.38579,2.99974,0.61811,0.43211,0.71851,1.21584,0.85997,0.81116,0.8956,0.65283,0.80129,0.70419,0.73664,0.40723,0.64757,5.12059,1.02503,0.70951,1.17525,0,0.000168931,0.000168931,0.000168931
48,9785.48,0.38667,3.00998,0.61903,0.43261,0.71915,1.21533,0.85892,0.81182,0.89556,0.65252,0.80244,0.70419,0.73713,0.40742,0.6474,5.12071,1.02456,0.70913,1.17517,0,0.000164252,0.000164252,0.000164252
49,9989.22,0.38603,3.00539,0.61828,0.43259,0.71884,1.21675,0.85894,0.81198,0.89584,0.65256,0.80243,0.70545,0.73811,0.40783,0.64754,5.11875,1.02462,0.70891,1.17534,0,0.000159559,0.000159559,0.000159559
50,10193.7,0.38596,3.00455,0.61877,0.43127,0.71797,1.21646,0.85943,0.81329,0.89604,0.65267,0.80262,0.70549,0.73816,0.40772,0.64742,5.12019,1.0244,0.70891,1.17518,0,0.000154857,0.000154857,0.000154857
51,10398.1,0.38554,3.00214,0.61736,0.43194,0.71902,1.21582,0.85729,0.81427,0.89624,0.65279,0.80268,0.70592,0.73938,0.40827,0.6476,5.11717,1.02434,0.70829,1.17543,0,0.00015015,0.00015015,0.00015015
52,10598.8,0.38564,2.99526,0.61753,0.43185,0.71869,1.21713,0.85743,0.81427,0.89615,0.65272,0.80319,0.70497,0.73923,0.4086,0.6474,5.11556,1.02418,0.70824,1.17518,0,0.000145443,0.000145443,0.000145443
53,10803,0.38493,2.99648,0.61685,0.43067,0.71806,1.21768,0.85611,0.81423,0.89611,0.65253,0.80301,0.70482,0.73851,0.40883,0.64743,5.11484,1.02395,0.70836,1.17531,0,0.000140741,0.000140741,0.000140741
54,11006.4,0.38489,2.98563,0.61592,0.43102,0.71841,1.21748,0.85675,0.81376,0.89618,0.65267,0.80504,0.70338,0.73864,0.40869,0.64748,5.11337,1.0239,0.70807,1.17549,0,0.000136048,0.000136048,0.000136048
55,11211,0.38528,3.0055,0.61759,0.43054,0.71826,1.21714,0.85543,0.81414,0.89642,0.65256,0.8043,0.70324,0.73848,0.40889,0.6473,5.1129,1.02376,0.70779,1.17532,0,0.000131369,0.000131369,0.000131369
56,11414.3,0.38515,2.98807,0.61667,0.42971,0.71767,1.21768,0.85845,0.81249,0.89623,0.6527,0.80354,0.70372,0.73848,0.40922,0.64742,5.11248,1.02382,0.70803,1.17543,0,0.000126708,0.000126708,0.000126708
57,11618.4,0.38467,2.98456,0.61468,0.43016,0.71673,1.21847,0.85866,0.81202,0.8963,0.6529,0.80555,0.70369,0.73852,0.409,0.64741,5.11224,1.02381,0.7078,1.17536,0,0.000122071,0.000122071,0.000122071
58,11821.6,0.38481,2.98061,0.61601,0.42973,0.71701,1.21914,0.85896,0.81203,0.89634,0.65298,0.80452,0.70356,0.73793,0.40914,0.64755,5.11194,1.02377,0.70754,1.17542,0,0.000117461,0.000117461,0.000117461
59,12025.7,0.384,2.97224,0.615,0.4289,0.71687,1.21967,0.85954,0.81118,0.89636,0.653,0.80438,0.70356,0.73835,0.40906,0.64726,5.10925,1.02385,0.70708,1.17517,0,0.000112884,0.000112884,0.000112884
60,12228.8,0.38489,2.97327,0.6144,0.4287,0.71696,1.21874,0.8563,0.81427,0.89651,0.65344,0.80598,0.70369,0.73853,0.40928,0.64742,5.10938,1.02376,0.70691,1.17523,0,0.000108343,0.000108343,0.000108343
61,12431.6,0.38421,2.97831,0.61561,0.42734,0.71752,1.21978,0.85747,0.8136,0.89645,0.65351,0.80743,0.70431,0.73969,0.40961,0.64745,5.10875,1.02362,0.70672,1.17522,0,0.000103844,0.000103844,0.000103844
62,12635.4,0.38459,2.97309,0.61456,0.42752,0.71834,1.22044,0.85851,0.81281,0.89637,0.65343,0.80321,0.70765,0.74032,0.40972,0.64758,5.10808,1.02355,0.70641,1.17538,0,9.93901e-05,9.93901e-05,9.93901e-05
63,12839.2,0.38418,2.96585,0.61478,0.42789,0.71798,1.22115,0.8579,0.81265,0.89644,0.65343,0.80361,0.70749,0.73983,0.4099,0.64767,5.10713,1.02353,0.70641,1.17552,0,9.49865e-05,9.49865e-05,9.49865e-05
64,13042.7,0.38354,2.96897,0.61424,0.42783,0.71733,1.221,0.85559,0.81455,0.89659,0.6536,0.80513,0.70768,0.7403,0.40995,0.6474,5.1073,1.02341,0.70628,1.17535,0,9.06374e-05,9.06374e-05,9.06374e-05
65,13246.4,0.38293,2.94999,0.61218,0.42645,0.71655,1.22139,0.85591,0.81266,0.8964,0.65353,0.80592,0.70812,0.74098,0.41007,0.64766,5.1067,1.02335,0.70608,1.17561,0,8.6347e-05,8.6347e-05,8.6347e-05
66,13449.7,0.38377,2.96438,0.61437,0.42682,0.71678,1.22112,0.85691,0.81266,0.89675,0.6537,0.80726,0.70685,0.74018,0.40991,0.64751,5.10768,1.02333,0.70587,1.1754,0,8.21195e-05,8.21195e-05,8.21195e-05
67,13652.8,0.38314,2.96211,0.6132,0.42681,0.71613,1.22073,0.85532,0.8125,0.89674,0.65376,0.80661,0.70797,0.7411,0.41021,0.64758,5.1076,1.02341,0.70573,1.17535,0,7.79592e-05,7.79592e-05,7.79592e-05
68,13856.4,0.38349,2.95693,0.61303,0.42734,0.71729,1.22158,0.8546,0.81455,0.89662,0.65341,0.80559,0.70797,0.74117,0.4103,0.6476,5.10712,1.02351,0.70577,1.17541,0,7.38701e-05,7.38701e-05,7.38701e-05
69,14060.6,0.38325,2.96041,0.61409,0.42752,0.71726,1.22175,0.85526,0.81423,0.89663,0.65313,0.80551,0.70891,0.74232,0.4101,0.64768,5.10766,1.02348,0.70553,1.17549,0,6.98564e-05,6.98564e-05,6.98564e-05
70,14264.9,0.38332,2.95962,0.61331,0.42614,0.71592,1.22089,0.85601,0.81234,0.89667,0.65324,0.80585,0.70844,0.74148,0.41013,0.64764,5.10708,1.02331,0.70537,1.1754,0,6.59218e-05,6.59218e-05,6.59218e-05
71,14470,0.38323,2.95582,0.61296,0.42685,0.71635,1.22133,0.85509,0.8138,0.8968,0.65335,0.80567,0.70828,0.74082,0.40994,0.64762,5.10667,1.02335,0.70531,1.17519,0,6.20704e-05,6.20704e-05,6.20704e-05
72,14673.2,0.3834,2.94486,0.61321,0.42573,0.71612,1.22217,0.85439,0.81475,0.89698,0.65327,0.80458,0.7086,0.73997,0.40995,0.64763,5.10634,1.02328,0.70501,1.17523,0,5.83059e-05,5.83059e-05,5.83059e-05
73,14877.5,0.38275,2.95518,0.61346,0.42592,0.71585,1.22145,0.85425,0.81475,0.8972,0.6534,0.80512,0.70907,0.74106,0.41032,0.64769,5.10553,1.02327,0.70515,1.17522,0,5.4632e-05,5.4632e-05,5.4632e-05
74,15081.2,0.38287,2.94898,0.61351,0.42552,0.71538,1.2223,0.85434,0.81443,0.89711,0.65351,0.80566,0.70891,0.74053,0.40993,0.64777,5.1059,1.02318,0.70493,1.17525,0,5.10524e-05,5.10524e-05,5.10524e-05
75,15285.3,0.38258,2.94674,0.61243,0.42634,0.71487,1.22184,0.85612,0.81312,0.8972,0.65358,0.8069,0.70781,0.74054,0.41008,0.64771,5.10568,1.02313,0.70462,1.17517,0,4.75706e-05,4.75706e-05,4.75706e-05
76,15490,0.38214,2.9544,0.6125,0.42481,0.71447,1.22039,0.85597,0.81297,0.89733,0.65379,0.80685,0.70763,0.74005,0.40984,0.64768,5.10613,1.02309,0.70457,1.17513,0,4.419e-05,4.419e-05,4.419e-05
77,15695.6,0.38199,2.93932,0.61186,0.42499,0.71527,1.22143,0.85551,0.81375,0.89728,0.65389,0.80538,0.70812,0.73971,0.40969,0.64771,5.10677,1.02313,0.70446,1.17519,0,4.09141e-05,4.09141e-05,4.09141e-05
78,15899.5,0.3823,2.94172,0.612,0.42455,0.71556,1.22153,0.85702,0.81244,0.89718,0.65378,0.80673,0.70765,0.74012,0.40998,0.64776,5.10694,1.02306,0.7042,1.17528,0,3.77459e-05,3.77459e-05,3.77459e-05
79,16103.7,0.38279,2.94378,0.61302,0.42589,0.71582,1.22052,0.85641,0.81129,0.89716,0.65358,0.80783,0.70734,0.74073,0.41009,0.64788,5.10508,1.02298,0.704,1.17535,0,3.46886e-05,3.46886e-05,3.46886e-05
80,16308.9,0.38305,2.94364,0.61164,0.42517,0.71618,1.22138,0.8575,0.81124,0.89727,0.6535,0.80764,0.70781,0.74048,0.41009,0.64793,5.10565,1.02305,0.70397,1.17535,0,3.17453e-05,3.17453e-05,3.17453e-05
81,16512.6,0.38227,2.93299,0.61166,0.42504,0.71655,1.22115,0.85504,0.81255,0.89723,0.65339,0.80856,0.70797,0.74093,0.41013,0.64792,5.1052,1.02309,0.70399,1.17538,0,2.89188e-05,2.89188e-05,2.89188e-05
82,16717.1,0.38171,2.94057,0.61145,0.42385,0.71489,1.2215,0.85546,0.81281,0.89713,0.65337,0.80962,0.70545,0.74021,0.40996,0.64807,5.10514,1.02303,0.70373,1.17552,0,2.6212e-05,2.6212e-05,2.6212e-05
83,16921,0.38219,2.94665,0.61197,0.42553,0.71584,1.22078,0.85632,0.81255,0.89725,0.65333,0.80965,0.70623,0.74064,0.40992,0.64818,5.10483,1.02295,0.70376,1.17572,0,2.36275e-05,2.36275e-05,2.36275e-05
84,17125,0.38244,2.93511,0.60974,0.4247,0.71614,1.22122,0.85683,0.81219,0.89729,0.65353,0.80952,0.70587,0.74021,0.40965,0.64818,5.10409,1.0228,0.70342,1.17566,0,2.11678e-05,2.11678e-05,2.11678e-05
85,17331.6,0.38226,2.93984,0.61228,0.42555,0.71575,1.22015,0.85672,0.81235,0.89725,0.65347,0.81069,0.70482,0.74044,0.40976,0.64821,5.10482,1.02287,0.7034,1.17572,0,1.88354e-05,1.88354e-05,1.88354e-05
86,17536.4,0.38139,2.93215,0.61094,0.42419,0.71585,1.22116,0.85717,0.81156,0.89737,0.65341,0.81104,0.70408,0.74058,0.40969,0.64817,5.10405,1.02292,0.70343,1.17575,0,1.66327e-05,1.66327e-05,1.66327e-05
87,17742,0.38251,2.93238,0.61123,0.42357,0.71552,1.22062,0.85676,0.81172,0.89735,0.65351,0.81031,0.70513,0.74059,0.40951,0.64833,5.1045,1.02281,0.70321,1.1758,0,1.45617e-05,1.45617e-05,1.45617e-05
88,17946.5,0.38191,2.93209,0.61159,0.42431,0.71519,1.22037,0.8561,0.81203,0.89729,0.65348,0.81001,0.70474,0.74016,0.40954,0.64828,5.10354,1.02283,0.70324,1.17574,0,1.26245e-05,1.26245e-05,1.26245e-05
89,18149.7,0.38211,2.9351,0.61185,0.42441,0.71595,1.22047,0.8574,0.8112,0.89737,0.65346,0.81026,0.70521,0.74059,0.40964,0.64819,5.10428,1.02293,0.70314,1.17573,0,1.0823e-05,1.0823e-05,1.0823e-05
90,18354.7,0.38192,2.92814,0.61173,0.42292,0.71572,1.22038,0.85684,0.81219,0.89736,0.6531,0.80979,0.70508,0.74031,0.40953,0.64829,5.10439,1.02283,0.70315,1.17583,0,9.15902e-06,9.15902e-06,9.15902e-06
91,18559.1,0.38164,2.93482,0.61143,0.42383,0.71498,1.22028,0.85728,0.81135,0.89732,0.65325,0.80901,0.70555,0.73992,0.40935,0.64834,5.1036,1.0228,0.70307,1.17584,0,7.63418e-06,7.63418e-06,7.63418e-06
92,18763.7,0.38115,2.93869,0.61094,0.42354,0.71413,1.21934,0.85797,0.81093,0.89737,0.65326,0.81018,0.7045,0.73978,0.40928,0.64845,5.1036,1.02271,0.70325,1.17598,0,6.24999e-06,6.24999e-06,6.24999e-06
93,18969.2,0.38209,2.93296,0.6114,0.42367,0.715,1.22049,0.85832,0.8107,0.89737,0.65311,0.80928,0.7045,0.73932,0.40939,0.64853,5.10329,1.02274,0.70308,1.17605,0,5.00781e-06,5.00781e-06,5.00781e-06
94,19174.1,0.38145,2.93056,0.61068,0.42343,0.71462,1.22108,0.85847,0.8107,0.89737,0.65288,0.80928,0.70476,0.7393,0.4095,0.64867,5.10345,1.02262,0.70298,1.17618,0,3.90887e-06,3.90887e-06,3.90887e-06
95,19380,0.38151,2.93276,0.6115,0.42375,0.7148,1.2208,0.85756,0.81135,0.89723,0.65302,0.80982,0.70458,0.73932,0.40956,0.6487,5.10287,1.02261,0.70316,1.17629,0,2.95426e-06,2.95426e-06,2.95426e-06
96,19585.4,0.3814,2.9371,0.61138,0.42336,0.71439,1.21991,0.85806,0.8103,0.89722,0.65302,0.80935,0.70508,0.73939,0.40977,0.64875,5.1033,1.02271,0.70317,1.17631,0,2.1449e-06,2.1449e-06,2.1449e-06
97,19790,0.38169,2.9329,0.61067,0.42356,0.71502,1.22021,0.85849,0.8103,0.89727,0.65305,0.80916,0.70466,0.73918,0.40967,0.64871,5.10208,1.02278,0.70315,1.17637,0,1.48161e-06,1.48161e-06,1.48161e-06
98,19995.6,0.38215,2.93303,0.61066,0.42335,0.71537,1.21933,0.85851,0.81004,0.89711,0.653,0.80933,0.70387,0.73858,0.40959,0.64888,5.10204,1.02276,0.70323,1.17653,0,9.6504e-07,9.6504e-07,9.6504e-07
99,20201.4,0.38171,2.9305,0.60974,0.42435,0.7152,1.22028,0.85865,0.81004,0.89729,0.65303,0.80781,0.7045,0.73848,0.40957,0.64881,5.1018,1.0227,0.70322,1.17655,0,5.95695e-07,5.95695e-07,5.95695e-07
100,20406.6,0.38242,2.93097,0.61124,0.42409,0.71548,1.22081,0.85887,0.80957,0.89723,0.65298,0.80887,0.70466,0.73924,0.40969,0.64886,5.10226,1.02277,0.70308,1.17657,0,3.73942e-07,3.73942e-07,3.73942e-07
