epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/d_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/d_loss,lr/pg0,lr/pg1,lr/pg2
39,7857.49,1.07668,4.04329,0.33735,0.94843,1.28443,0,0.85016,0.79503,0.88668,0.65489,0.80254,0.68168,0.72375,0.38252,0.93182,3.17895,0.31608,0.72716,1.14988,0,0.000914405,0.000914405,0.000914405
40,8059.21,1.07385,4.03459,0.33648,0.94468,1.28173,0,0.85102,0.79628,0.88703,0.65493,0.80542,0.6812,0.72435,0.38374,0.93092,3.17374,0.31577,0.72656,1.1488,0,0.000909984,0.000909984,0.000909984
41,8262.61,1.07059,4.01423,0.33511,0.94308,1.2812,0,0.85301,0.79482,0.88761,0.65546,0.80835,0.68152,0.72622,0.38466,0.93,3.16835,0.31542,0.72569,1.14753,0,0.000905463,0.000905463,0.000905463
42,8468.58,1.0686,3.99278,0.33521,0.93861,1.28232,0,0.85457,0.79372,0.88791,0.65622,0.80967,0.68378,0.72831,0.38532,0.92916,3.16212,0.31507,0.72457,1.1463,0,0.000900844,0.000900844,0.000900844
43,8669.13,1.07378,4.01934,0.33584,0.94249,1.2792,0,0.8524,0.79368,0.88816,0.65633,0.81235,0.68451,0.7288,0.38685,0.92827,3.15716,0.31471,0.72321,1.14518,0,0.000896127,0.000896127,0.000896127
44,8873.9,1.06837,3.9824,0.33482,0.93536,1.27923,0,0.85583,0.79159,0.88823,0.65666,0.81086,0.68572,0.72911,0.38813,0.92797,3.14952,0.31427,0.72208,1.14457,0,0.000891313,0.000891313,0.000891313
45,9075.95,1.07031,4.01423,0.33532,0.94257,1.27633,0,0.85309,0.79361,0.88838,0.65707,0.80672,0.68687,0.7296,0.38963,0.92684,3.14083,0.31375,0.72105,1.14348,0,0.000886404,0.000886404,0.000886404
46,9274.35,1.07219,4.02111,0.33555,0.9365,1.27244,0,0.85617,0.79203,0.88886,0.6576,0.80981,0.68844,0.73184,0.39094,0.92579,3.13499,0.31346,0.71994,1.14233,0,0.000881401,0.000881401,0.000881401
47,9473.95,1.06861,3.99689,0.33464,0.93633,1.27234,0,0.85464,0.79298,0.88918,0.65841,0.81103,0.68766,0.73243,0.39238,0.92493,3.12916,0.31314,0.71903,1.14125,0,0.000876305,0.000876305,0.000876305
48,9675.71,1.0692,3.99003,0.33436,0.93531,1.27462,0,0.85644,0.79329,0.88973,0.65866,0.81299,0.68829,0.73231,0.39325,0.92377,3.12385,0.31286,0.71769,1.13999,0,0.000871117,0.000871117,0.000871117
49,9879.21,1.06321,3.96694,0.33375,0.93294,1.27454,0,0.85896,0.79384,0.88991,0.659,0.81251,0.6875,0.73253,0.39382,0.92276,3.11867,0.31254,0.71585,1.13875,0,0.000865839,0.000865839,0.000865839
50,10076.3,1.06523,3.97661,0.33374,0.92839,1.26704,0,0.85823,0.79581,0.89013,0.6595,0.81349,0.68664,0.7317,0.39452,0.92183,3.11414,0.31228,0.7142,1.13788,0,0.000860473,0.000860473,0.000860473
51,10272,1.0644,3.96797,0.33338,0.9246,1.26423,0,0.85822,0.79676,0.89065,0.65989,0.81632,0.68708,0.73326,0.39547,0.92103,3.10703,0.31203,0.71258,1.13643,0,0.000855018,0.000855018,0.000855018
52,10470.6,1.06078,3.95128,0.33312,0.92733,1.26912,0,0.85803,0.79739,0.89097,0.66013,0.81576,0.68734,0.7336,0.39602,0.92052,3.10126,0.31179,0.71107,1.13563,0,0.000849477,0.000849477,0.000849477
