epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/d_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/d_loss,lr/pg0,lr/pg1,lr/pg2
12,3122.23,0.4364,2.82021,0.54982,0.45389,0.73373,2.86779,0.85311,0.78999,0.88589,0.6328,0.78591,0.66748,0.69995,0.3577,0.74693,5.0102,0.9276,0.75954,1.21012,0,0.000690845,0.000690845,0.000690845
13,3375.97,0.43661,2.81492,0.54878,0.45351,0.73362,2.87011,0.85669,0.78605,0.88332,0.63158,0.79068,0.66841,0.70357,0.36031,0.74394,4.9943,0.92665,0.76433,1.21009,0,0.000689114,0.000689114,0.000689114
14,3633.9,0.43496,2.79813,0.54669,0.45077,0.73241,2.87238,0.85284,0.79375,0.88443,0.63219,0.78385,0.67396,0.70475,0.36242,0.74852,4.98189,0.92484,0.76024,1.21656,0,0.000687236,0.000687236,0.000687236
15,3910.88,0.43326,2.79508,0.54615,0.44919,0.73149,2.87427,0.85498,0.78889,0.88641,0.63387,0.78518,0.6694,0.70301,0.36435,0.74332,4.96129,0.92191,0.75687,1.20961,0,0.000685211,0.000685211,0.000685211
16,4189.04,0.43357,2.7851,0.54512,0.44716,0.7313,2.88012,0.85233,0.79234,0.88711,0.635,0.79038,0.6727,0.70653,0.36689,0.74124,4.93147,0.919,0.74849,1.20567,0,0.000683041,0.000683041,0.000683041
17,4475.75,0.4318,2.77323,0.54441,0.44557,0.72871,2.88313,0.85667,0.7979,0.88699,0.63669,0.79182,0.6738,0.7083,0.36851,0.73841,4.91391,0.91725,0.74721,1.20082,0,0.000680726,0.000680726,0.000680726
18,4758,0.43162,2.76993,0.5425,0.44495,0.72955,2.88588,0.85826,0.79786,0.89019,0.63692,0.78494,0.67574,0.70696,0.36806,0.73859,4.9221,0.91663,0.74653,1.20349,0,0.000678268,0.000678268,0.000678268
19,5037.26,0.43153,2.75627,0.54257,0.44393,0.72952,2.89136,0.84745,0.80461,0.88991,0.63779,0.78892,0.67667,0.71014,0.37229,0.73736,4.89489,0.91519,0.74319,1.20388,0,0.000675668,0.000675668,0.000675668
20,5311.73,0.42927,2.7507,0.54088,0.44181,0.72622,2.8929,0.8524,0.80227,0.89023,0.63865,0.79766,0.67506,0.7113,0.37524,0.73538,4.87724,0.91353,0.73921,1.19795,0,0.000672926,0.000672926,0.000672926
21,5578.1,0.42923,2.7432,0.54098,0.44149,0.72629,2.89715,0.85562,0.80557,0.89021,0.64144,0.79647,0.67475,0.7124,0.37711,0.7321,4.84749,0.91202,0.73955,1.19974,0,0.000670044,0.000670044,0.000670044
22,5840.14,0.42785,2.73175,0.53922,0.44028,0.72531,2.90028,0.85385,0.8066,0.89162,0.64238,0.79039,0.68136,0.71523,0.37998,0.72975,4.84986,0.91183,0.73586,1.19557,0,0.000667023,0.000667023,0.000667023
23,6103.58,0.42788,2.72711,0.53861,0.43848,0.72595,2.90687,0.85748,0.80463,0.89383,0.64446,0.78816,0.69,0.72154,0.38304,0.73015,4.83031,0.90949,0.73051,1.19584,0,0.000663864,0.000663864,0.000663864
24,6371.89,0.4271,2.72076,0.53791,0.43624,0.72408,2.91022,0.85743,0.80353,0.89271,0.64351,0.79265,0.68187,0.71555,0.38194,0.72942,4.82594,0.90894,0.72989,1.19264,0,0.00066057,0.00066057,0.00066057
25,6635.09,0.42697,2.70799,0.53673,0.43614,0.72358,2.91411,0.85529,0.80393,0.89333,0.64366,0.79356,0.68506,0.71879,0.38108,0.72725,4.81662,0.9074,0.72957,1.19056,0,0.00065714,0.00065714,0.00065714
26,6899.29,0.42625,2.69776,0.53516,0.43489,0.72332,2.91859,0.84934,0.80809,0.89279,0.64481,0.78862,0.68541,0.71706,0.38423,0.72601,4.80233,0.90493,0.72645,1.18897,0,0.000653578,0.000653578,0.000653578
27,7164.22,0.42555,2.69323,0.5353,0.43299,0.72294,2.92484,0.85212,0.80735,0.8936,0.64586,0.79758,0.68297,0.71921,0.38445,0.72504,4.80528,0.9035,0.72428,1.18852,0,0.000649884,0.000649884,0.000649884
28,7431.56,0.42548,2.6914,0.535,0.43243,0.72297,2.92936,0.84933,0.81203,0.89343,0.64679,0.78625,0.69199,0.71994,0.38642,0.72769,4.80363,0.90457,0.72341,1.19059,0,0.00064606,0.00064606,0.00064606
29,7704.18,0.42485,2.68189,0.53314,0.43239,0.72192,2.93362,0.8421,0.81612,0.89386,0.64781,0.79715,0.68435,0.72201,0.38831,0.724,4.79037,0.90539,0.72007,1.18674,0,0.000642107,0.000642107,0.000642107
30,7969.4,0.42286,2.67696,0.5326,0.43029,0.72066,2.93948,0.84579,0.81376,0.89449,0.64923,0.792,0.68997,0.72336,0.38901,0.72404,4.78614,0.90497,0.71885,1.18647,0,0.000638028,0.000638028,0.000638028
31,8232.4,0.42316,2.66667,0.53181,0.42957,0.7199,2.94412,0.85399,0.81108,0.89465,0.65032,0.79723,0.6877,0.72446,0.39019,0.72327,4.7847,0.90481,0.71751,1.18545,0,0.000633824,0.000633824,0.000633824
32,8498.28,0.42241,2.65213,0.53064,0.4274,0.71886,2.94765,0.84904,0.81266,0.895,0.64957,0.7972,0.68561,0.72382,0.3901,0.72261,4.77678,0.90472,0.71523,1.18459,0,0.000629498,0.000629498,0.000629498
33,8764.14,0.42208,2.65313,0.5297,0.42765,0.71899,2.95241,0.85262,0.81059,0.89537,0.64908,0.79078,0.69202,0.72417,0.38991,0.72343,4.76635,0.90444,0.71417,1.18521,0,0.00062505,0.00062505,0.00062505
34,9031.67,0.42139,2.64858,0.52917,0.42661,0.71778,2.95855,0.85413,0.80683,0.89518,0.64991,0.79739,0.69033,0.72661,0.39113,0.72187,4.75582,0.90358,0.71315,1.18343,0,0.000620483,0.000620483,0.000620483
35,9300.4,0.42069,2.63894,0.52908,0.4245,0.7167,2.96282,0.85632,0.80408,0.89521,0.65039,0.79291,0.69498,0.72594,0.39197,0.72151,4.74983,0.90268,0.71224,1.18314,0,0.000615799,0.000615799,0.000615799
36,9569.89,0.42048,2.63127,0.52819,0.42441,0.71687,2.96845,0.85105,0.80982,0.89544,0.65008,0.79758,0.69238,0.727,0.39282,0.72141,4.74281,0.9018,0.71174,1.18318,0,0.000611,0.000611,0.000611
37,9837.71,0.4193,2.63085,0.52784,0.42348,0.71523,2.9739,0.85151,0.80981,0.89568,0.6504,0.79254,0.69364,0.72567,0.3931,0.72108,4.73583,0.9012,0.71103,1.18324,0,0.000606088,0.000606088,0.000606088
38,10106.6,0.41907,2.61983,0.52669,0.42268,0.71517,2.97388,0.85234,0.8106,0.89574,0.65027,0.79452,0.69273,0.72571,0.39347,0.72092,4.73044,0.90059,0.7109,1.18312,0,0.000601065,0.000601065,0.000601065
39,10379.1,0.41964,2.62004,0.52649,0.42229,0.71564,2.97151,0.85475,0.80904,0.89575,0.65043,0.79701,0.69364,0.727,0.39369,0.71973,4.72558,0.90003,0.71081,1.18203,0,0.000595933,0.000595933,0.000595933
