epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/d_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/d_loss,lr/pg0,lr/pg1,lr/pg2
17,1636.29,0.48383,5.78025,1.42107,0.40594,1.14253,0,0.86304,0.81743,0.90236,0.66644,0.81153,0.71923,0.76162,0.43795,0.49749,5.97599,1.42865,0.40314,1.12311,0,0.000187693,0.000187693,0.000187693
18,1731.06,0.48379,5.74584,1.41811,0.40444,1.14095,0,0.86064,0.8177,0.90265,0.66668,0.80449,0.72276,0.76063,0.43814,0.49791,5.98442,1.42723,0.40291,1.12395,0,0.000186144,0.000186144,0.000186144
19,1821.88,0.4838,5.76132,1.41879,0.40461,1.14395,0,0.85731,0.82383,0.9022,0.66634,0.8068,0.72382,0.75973,0.43845,0.49892,5.97955,1.42865,0.40409,1.12736,0,0.000184511,0.000184511,0.000184511
20,1913.52,0.48341,5.74919,1.41791,0.40406,1.14416,0,0.85895,0.81775,0.90196,0.66634,0.81322,0.71422,0.7601,0.44012,0.49722,5.97159,1.42612,0.40439,1.12392,0,0.000182795,0.000182795,0.000182795
21,2004.7,0.48373,5.74941,1.4159,0.4047,1.14359,0,0.85715,0.81707,0.90275,0.66645,0.81655,0.71174,0.75911,0.43892,0.49789,5.96342,1.4269,0.40486,1.12384,0,0.000180997,0.000180997,0.000180997
22,2095.13,0.484,5.75151,1.41494,0.40454,1.1425,0,0.86084,0.81738,0.90164,0.66717,0.79958,0.72812,0.75974,0.44068,0.49661,5.96581,1.42581,0.40468,1.12248,0,0.00017912,0.00017912,0.00017912
23,2202.52,0.4841,5.74234,1.41459,0.40452,1.14312,0,0.86257,0.81418,0.90241,0.66721,0.81136,0.72316,0.76183,0.44106,0.49791,5.96123,1.42595,0.40452,1.12382,0,0.000177166,0.000177166,0.000177166
24,2293.21,0.48391,5.74669,1.41479,0.40577,1.1438,0,0.86587,0.81507,0.90267,0.66727,0.81006,0.72246,0.75835,0.44043,0.498,5.96842,1.42593,0.40391,1.12308,0,0.000175136,0.000175136,0.000175136
25,2383.67,0.48386,5.72659,1.41103,0.40468,1.14294,0,0.86691,0.81214,0.9028,0.66667,0.80979,0.72052,0.75825,0.43932,0.49783,5.96135,1.42652,0.40361,1.124,0,0.000173032,0.000173032,0.000173032
26,2473.96,0.48357,5.72023,1.41375,0.40439,1.14128,0,0.86946,0.81156,0.90348,0.66689,0.80878,0.71946,0.75941,0.44144,0.49799,5.96052,1.42214,0.40298,1.123,0,0.000170857,0.000170857,0.000170857
27,2564.1,0.48433,5.7277,1.41672,0.40497,1.14259,0,0.86876,0.81077,0.90365,0.66677,0.81353,0.71776,0.76022,0.44195,0.49722,5.96053,1.42312,0.40281,1.12194,0,0.000168612,0.000168612,0.000168612
28,2655.15,0.48347,5.72367,1.4126,0.40416,1.14235,0,0.86508,0.81297,0.90312,0.66729,0.81684,0.71613,0.76098,0.44254,0.49703,5.95285,1.42343,0.40314,1.122,0,0.000166301,0.000166301,0.000166301
29,2745.56,0.48406,5.73707,1.41255,0.40451,1.14271,0,0.8672,0.81114,0.9036,0.66758,0.81303,0.7204,0.76158,0.44141,0.49699,5.94337,1.42127,0.40203,1.12135,0,0.000163924,0.000163924,0.000163924
30,2836.19,0.48321,5.73325,1.4091,0.40492,1.14175,0,0.865,0.81099,0.90267,0.66775,0.81297,0.72009,0.76123,0.44161,0.49664,5.94426,1.42044,0.4017,1.12062,0,0.000161484,0.000161484,0.000161484
31,2926.3,0.48338,5.71198,1.41025,0.40415,1.14182,0,0.8646,0.81329,0.90296,0.66753,0.81236,0.72229,0.76172,0.44153,0.49679,5.95107,1.42005,0.40153,1.12112,0,0.000158985,0.000158985,0.000158985
32,3016.03,0.48313,5.70351,1.40957,0.40344,1.14103,0,0.86617,0.81209,0.90285,0.66749,0.81851,0.71867,0.7614,0.44108,0.49693,5.95278,1.41982,0.40199,1.12136,0,0.000156427,0.000156427,0.000156427
33,3107.03,0.48299,5.706,1.40648,0.40396,1.14111,0,0.86567,0.81161,0.90279,0.66776,0.82025,0.71757,0.7617,0.44141,0.49679,5.94536,1.41905,0.4016,1.12129,0,0.000153815,0.000153815,0.000153815
34,3197.58,0.48394,5.70716,1.40862,0.40377,1.14189,0,0.86451,0.81162,0.90297,0.66757,0.81812,0.7204,0.76102,0.44131,0.49715,5.95091,1.41933,0.40184,1.12202,0,0.00015115,0.00015115,0.00015115
35,3288.23,0.48382,5.70848,1.40795,0.40333,1.14072,0,0.86184,0.81313,0.90345,0.66756,0.81684,0.72056,0.76057,0.44159,0.49719,5.95187,1.42032,0.40177,1.12207,0,0.000148434,0.000148434,0.000148434
36,3378.74,0.48247,5.66892,1.40747,0.40346,1.13978,0,0.86308,0.81376,0.9035,0.66743,0.818,0.71977,0.76144,0.44208,0.49728,5.94819,1.41945,0.40151,1.12224,0,0.000145672,0.000145672,0.000145672
37,3472.13,0.48394,5.7042,1.40694,0.40397,1.14061,0,0.86647,0.8125,0.9037,0.66758,0.8184,0.71871,0.76159,0.44258,0.49709,5.94804,1.41885,0.40148,1.12208,0,0.000142865,0.000142865,0.000142865
38,3562.74,0.48342,5.70649,1.40706,0.40438,1.14032,0,0.86333,0.81549,0.90381,0.66793,0.81603,0.71946,0.76124,0.44252,0.49729,5.94843,1.41885,0.40124,1.12211,0,0.000140016,0.000140016,0.000140016
39,3653.66,0.48261,5.6931,1.40585,0.40425,1.14216,0,0.8614,0.81549,0.90354,0.66811,0.81622,0.71899,0.76113,0.44251,0.49721,5.94804,1.4192,0.40127,1.12216,0,0.000137128,0.000137128,0.000137128
40,3745.27,0.48332,5.672,1.4059,0.40339,1.14111,0,0.86324,0.81486,0.90359,0.66811,0.81619,0.71792,0.76011,0.44257,0.4973,5.94681,1.41942,0.40111,1.12248,0,0.000134204,0.000134204,0.000134204
41,3836.18,0.48366,5.6906,1.40396,0.4032,1.14109,0,0.8656,0.81418,0.90332,0.66815,0.81527,0.71788,0.75969,0.44245,0.49729,5.94535,1.41917,0.40064,1.1225,0,0.000131247,0.000131247,0.000131247
42,3980.05,0.4835,5.67754,1.40541,0.40404,1.13998,0,0.86513,0.81392,0.90391,0.66837,0.81441,0.71867,0.75957,0.44227,0.4973,5.94476,1.41912,0.40082,1.12245,0,0.00012826,0.00012826,0.00012826
43,4071.33,0.48257,5.6661,1.4063,0.40385,1.13776,0,0.86804,0.81093,0.90354,0.66823,0.81465,0.71773,0.75861,0.44202,0.49724,5.9437,1.41921,0.40066,1.12208,0,0.000125245,0.000125245,0.000125245
44,4162.96,0.48302,5.6748,1.40413,0.40264,1.13996,0,0.86741,0.81161,0.90399,0.66798,0.8153,0.71856,0.75838,0.44222,0.49729,5.94128,1.41929,0.40046,1.12206,0,0.000122205,0.000122205,0.000122205
45,4254.2,0.48258,5.68182,1.40439,0.4024,1.14028,0,0.8682,0.81108,0.90396,0.66784,0.81444,0.71883,0.75801,0.44189,0.49736,5.94037,1.41914,0.4004,1.12201,0,0.000119144,0.000119144,0.000119144
46,4345.37,0.48231,5.67381,1.40321,0.40237,1.13977,0,0.8678,0.81156,0.90379,0.66768,0.81586,0.72009,0.75972,0.44212,0.49738,5.93926,1.4187,0.40027,1.12198,0,0.000116065,0.000116065,0.000116065
47,4462.42,0.48179,5.64266,1.40153,0.40137,1.1385,0,0.86727,0.81161,0.90339,0.66783,0.8169,0.72088,0.76047,0.44231,0.49724,5.93888,1.41871,0.40017,1.12181,0,0.000112971,0.000112971,0.000112971
48,4560.74,0.48266,5.6605,1.40262,0.40221,1.13986,0,0.8678,0.81156,0.90379,0.66786,0.81635,0.72222,0.761,0.44254,0.4972,5.93527,1.41844,0.40023,1.1218,0,0.000109864,0.000109864,0.000109864
49,4652.3,0.4832,5.6537,1.40196,0.40306,1.13933,0,0.86779,0.81156,0.90367,0.66796,0.81492,0.72276,0.76065,0.44268,0.4972,5.93309,1.41804,0.40031,1.12172,0,0.000106748,0.000106748,0.000106748
50,4742.84,0.4833,5.66022,1.403,0.4021,1.13999,0,0.86804,0.81124,0.90369,0.66803,0.81588,0.72271,0.76118,0.44255,0.49719,5.93372,1.41804,0.40024,1.12167,0,0.000103625,0.000103625,0.000103625
51,4833.53,0.48275,5.65117,1.39878,0.40266,1.14058,0,0.86907,0.81124,0.90345,0.66798,0.81501,0.72182,0.76063,0.44285,0.49714,5.93444,1.41818,0.40007,1.12151,0,0.0001005,0.0001005,0.0001005
52,4924.91,0.48227,5.65571,1.40114,0.40211,1.13984,0,0.86905,0.81177,0.90382,0.66837,0.81349,0.72213,0.76066,0.44294,0.49718,5.93536,1.41812,0.40011,1.12158,0,9.73746e-05,9.73746e-05,9.73746e-05
53,5014.06,0.48222,5.64181,1.39919,0.40185,1.13902,0,0.87006,0.81203,0.90422,0.66837,0.81428,0.72245,0.76126,0.44308,0.49714,5.93328,1.41797,0.4,1.12151,0,9.42523e-05,9.42523e-05,9.42523e-05
54,5105.1,0.48275,5.63848,1.40031,0.40284,1.13948,0,0.86926,0.81224,0.90412,0.66844,0.81417,0.72287,0.7617,0.44303,0.49712,5.93462,1.41769,0.3999,1.12152,0,9.11362e-05,9.11362e-05,9.11362e-05
55,5197.19,0.4829,5.6834,1.40172,0.40299,1.13966,0,0.86836,0.8125,0.90383,0.66857,0.81436,0.72355,0.76163,0.4428,0.49709,5.93372,1.41744,0.3999,1.12142,0,8.80293e-05,8.80293e-05,8.80293e-05
56,5288.56,0.48277,5.64385,1.39945,0.40269,1.13932,0,0.86811,0.81281,0.90458,0.66852,0.81444,0.7214,0.76152,0.44266,0.49699,5.93302,1.41679,0.39983,1.12124,0,8.49348e-05,8.49348e-05,8.49348e-05
57,5379.68,0.48129,5.62394,1.39632,0.40206,1.13838,0,0.86799,0.81297,0.9041,0.66862,0.81531,0.7214,0.76153,0.44311,0.497,5.93271,1.41687,0.39962,1.12131,0,8.18556e-05,8.18556e-05,8.18556e-05
58,5469.79,0.48214,5.63003,1.39863,0.40218,1.13909,0,0.8683,0.81313,0.9042,0.66859,0.81522,0.72235,0.7614,0.44322,0.49697,5.93369,1.41686,0.39969,1.12139,0,7.87947e-05,7.87947e-05,7.87947e-05
59,5593.5,0.48157,5.61263,1.395,0.40231,1.13881,0,0.86988,0.81251,0.90438,0.66874,0.81522,0.72119,0.76048,0.44313,0.49694,5.93457,1.41669,0.39984,1.12138,0,7.57554e-05,7.57554e-05,7.57554e-05
60,5684.23,0.48264,5.62097,1.39454,0.40183,1.13913,0,0.86957,0.8125,0.90419,0.66873,0.81594,0.71899,0.76085,0.44342,0.49693,5.93435,1.41645,0.39985,1.12139,0,7.27404e-05,7.27404e-05,7.27404e-05
61,5775.07,0.48127,5.63522,1.39821,0.4008,1.13775,0,0.86869,0.8124,0.90427,0.66869,0.8167,0.71914,0.76077,0.44311,0.49689,5.93441,1.41667,0.39971,1.12129,0,6.97528e-05,6.97528e-05,6.97528e-05
62,5865.03,0.48188,5.61306,1.39803,0.4012,1.13961,0,0.86999,0.8122,0.90465,0.66861,0.81619,0.72025,0.76115,0.44328,0.49682,5.93462,1.41651,0.39961,1.12118,0,6.67956e-05,6.67956e-05,6.67956e-05
63,5956.89,0.4814,5.60079,1.39655,0.40116,1.13886,0,0.86773,0.81387,0.90439,0.66845,0.81514,0.72151,0.7618,0.44312,0.4968,5.93708,1.4166,0.39974,1.1211,0,6.38716e-05,6.38716e-05,6.38716e-05
64,6048.52,0.48086,5.61275,1.39588,0.401,1.13823,0,0.86757,0.81371,0.9041,0.66838,0.81563,0.72013,0.76142,0.44324,0.49689,5.9374,1.41651,0.39972,1.1212,0,6.09838e-05,6.09838e-05,6.09838e-05
65,6138.4,0.48085,5.58461,1.39228,0.40025,1.13757,0,0.86759,0.81385,0.90456,0.66857,0.81615,0.71981,0.76149,0.44336,0.49692,5.93789,1.41648,0.3997,1.12125,0,5.8135e-05,5.8135e-05,5.8135e-05
66,6229.42,0.48164,5.60984,1.39601,0.40109,1.13775,0,0.86827,0.81392,0.90459,0.66852,0.81716,0.71993,0.76184,0.44344,0.49688,5.93691,1.41631,0.39971,1.1212,0,5.53279e-05,5.53279e-05,5.53279e-05
67,6320.38,0.48078,5.6098,1.39514,0.39972,1.1368,0,0.8698,0.81299,0.9048,0.66845,0.81572,0.71918,0.76158,0.44321,0.49697,5.93605,1.41626,0.39972,1.12128,0,5.25655e-05,5.25655e-05,5.25655e-05
68,6411.01,0.48073,5.59717,1.39373,0.40036,1.13747,0,0.86969,0.81219,0.90475,0.66833,0.81548,0.72013,0.76202,0.44348,0.49694,5.93615,1.41624,0.3998,1.12131,0,4.98504e-05,4.98504e-05,4.98504e-05
69,6501.62,0.48122,5.59793,1.39448,0.40163,1.13968,0,0.87017,0.81219,0.90428,0.66843,0.81485,0.72072,0.76173,0.44356,0.49697,5.93598,1.41609,0.39978,1.12129,0,4.71852e-05,4.71852e-05,4.71852e-05
70,6592.47,0.48167,5.59972,1.39473,0.40079,1.1381,0,0.86892,0.81297,0.90407,0.66843,0.81516,0.72151,0.76199,0.44339,0.49701,5.93578,1.41617,0.39984,1.12131,0,4.45727e-05,4.45727e-05,4.45727e-05
71,6683.47,0.48072,5.60501,1.39373,0.4004,1.13716,0,0.86985,0.8123,0.90471,0.66849,0.81561,0.72075,0.76173,0.44348,0.49694,5.93621,1.41595,0.39992,1.12126,0,4.20154e-05,4.20154e-05,4.20154e-05
72,6774.63,0.48094,5.58925,1.39574,0.40045,1.13716,0,0.86958,0.81219,0.90434,0.66874,0.81464,0.7204,0.7611,0.44328,0.49692,5.93538,1.41615,0.39991,1.12135,0,3.95157e-05,3.95157e-05,3.95157e-05
73,6865.51,0.48089,5.59051,1.3949,0.40022,1.13754,0,0.86948,0.81277,0.90436,0.6686,0.81315,0.72076,0.76069,0.44336,0.49691,5.93535,1.41594,0.39982,1.12143,0,3.70763e-05,3.70763e-05,3.70763e-05
74,6956.6,0.48093,5.58773,1.3955,0.40003,1.13617,0,0.86842,0.8136,0.90442,0.66846,0.81307,0.72107,0.76061,0.44319,0.497,5.93528,1.4159,0.3999,1.12144,0,3.46995e-05,3.46995e-05,3.46995e-05
75,7046.02,0.48122,5.57778,1.39236,0.39965,1.13561,0,0.86965,0.81293,0.90442,0.66834,0.81163,0.72056,0.76019,0.44328,0.49705,5.93477,1.4158,0.40003,1.12151,0,3.23876e-05,3.23876e-05,3.23876e-05
76,7134.85,0.47984,5.58618,1.39333,0.39991,1.13498,0,0.87023,0.81293,0.90444,0.66838,0.8113,0.72103,0.76021,0.4433,0.49703,5.93507,1.41592,0.39991,1.1214,0,3.01429e-05,3.01429e-05,3.01429e-05
77,7225.54,0.48043,5.57269,1.39132,0.39976,1.13699,0,0.87104,0.81313,0.90467,0.66808,0.81107,0.72198,0.76096,0.44362,0.49707,5.93372,1.41585,0.39993,1.12146,0,2.79676e-05,2.79676e-05,2.79676e-05
78,7316.8,0.47902,5.58283,1.39281,0.40013,1.13621,0,0.87119,0.81243,0.90481,0.6682,0.8108,0.72187,0.76066,0.44368,0.49708,5.93349,1.41565,0.39972,1.1214,0,2.58639e-05,2.58639e-05,2.58639e-05
79,7420.34,0.48086,5.58499,1.39436,0.40096,1.13724,0,0.8709,0.81243,0.90475,0.66806,0.81083,0.72202,0.76103,0.44389,0.49713,5.9324,1.41519,0.39987,1.12151,0,2.38339e-05,2.38339e-05,2.38339e-05
80,7522.53,0.48158,5.58312,1.39192,0.40109,1.13774,0,0.87067,0.81292,0.90466,0.66812,0.81038,0.72213,0.76092,0.44386,0.49709,5.93256,1.41545,0.39997,1.12147,0,2.18796e-05,2.18796e-05,2.18796e-05
81,7623.94,0.48041,5.57867,1.39331,0.39974,1.13829,0,0.87083,0.81234,0.9047,0.66794,0.81123,0.72135,0.76093,0.44363,0.49703,5.93332,1.41541,0.39999,1.12141,0,2.00028e-05,2.00028e-05,2.00028e-05
82,7733.47,0.48006,5.57719,1.39188,0.40007,1.13628,0,0.87092,0.81256,0.90474,0.66799,0.81007,0.72198,0.76064,0.44348,0.49705,5.93317,1.41538,0.39994,1.1214,0,1.82055e-05,1.82055e-05,1.82055e-05
83,7854.85,0.48068,5.59544,1.39438,0.4002,1.13752,0,0.87269,0.81156,0.9048,0.66788,0.81115,0.72166,0.76075,0.44351,0.49707,5.93334,1.41544,0.3998,1.12136,0,1.64894e-05,1.64894e-05,1.64894e-05
84,7946.67,0.48063,5.57534,1.38926,0.39977,1.13761,0,0.87383,0.81014,0.90433,0.66797,0.81166,0.72185,0.76122,0.4436,0.49702,5.93391,1.41551,0.39996,1.12128,0,1.48562e-05,1.48562e-05,1.48562e-05
85,8055.42,0.4807,5.57425,1.3917,0.40079,1.1376,0,0.874,0.8103,0.90442,0.6679,0.81286,0.7193,0.76079,0.44371,0.49707,5.93182,1.41533,0.39996,1.12128,0,1.33075e-05,1.33075e-05,1.33075e-05
